POI_ID,ADD_ID,PLACENAME,PLACENAME2,ABBREVIATEDPLACENAME,BL_NAME,BL_CLASS,SERVICE_TYPE,PHOTOURL,URL,CONTACT,HOURS,LICENSE,MANAGE,STATUS,LEED,HTML,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,BCN_CODE,BCN_LANDUSE,BCN_NOEMP,BCN_CLASS,LAT,LONG
POI-22,VAD10080,Finance,,,TEF3,,campus_services,,https://finance.ubc.ca/,Phone: (604) 822-2187; Email: info.pps@ubc.ca,,N,UBC,Current,Services,,,,PLAN,20200708210734,{F61EB24E-AAEC-48F5-8779-BC0885CBE379},,,,Academic,-123.246262,49.261065
POI-23,VAD10080,Human Resources,,,TEF3,,campus_services,,http://www.hr.ubc.ca/,Phone: (604) 822-8111; Email: hr.info@ubc.ca; Fax: (604) 822-8134,M-F: 8:30am - 4:30pm,N,UBC,Current,Services,,,,PLAN,20200708210735,{9B262A8A-7455-447D-91BB-4A43D1A3011C},,,,Academic,-123.246379,49.261185
POI-199,,University Pharmacy,,,University Village Pharmacy,,pharmacy,,https://www.universitypharmacy.net/?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,Phone: (604) 224-3202,M-F: 9am - 8pm; Sat/Sun: 10am - 6pm,N,UEL,UEL,Retail,,,,NIKT,20200716181319,{B2342FB8-672A-4CB7-8286-C61C42710B87},CO7,Commercial,5-10,Legal Entities,-123.243272,49.266495
POI-198,,CIBC,,,University Village Pharmacy,,bank,,https://locations.cibc.com/bc/vancouver/05800?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,Phone: (604) 221-3550; Fax: (604) 224-5781; Toll-free: 1-800-465-2422,"Mon, Tues: 9am - 5pm; Wed-Fri: 9am - 7pm; Sat: 9am - 4pm; Sun: Closed",N,UEL,UEL,Services,,,,NIKT,20200716181320,{40AA7547-784E-4092-97DE-8C4A189D08C9},CO5,Commercial,10-15,Legal Entities,-123.243781,49.26641
POI-158,,St. Andrew's Quad,,,,,park,,,,,N,UNA,Current,Civic,,,,NIKT,20200716181320,{5BDBC9BF-E6B5-4BB5-BF31-BC1C87CC840E},DE5,Sports,,Urban Facilities,-123.251746,49.269956
POI-195,,Khorana Park,,,,garden,park,,http://wesbrook.app2.thoughtshop.com/posts/khorana-park#.VYm4W_m4S70,,,N,UNA,Current,Civic,,,,NIKT,20200716181320,{EDA25446-318E-4BDB-AFEB-5E123072CF70},DE5,Sports,,Urban Facilities,-123.232273,49.255353
POI-502,,Canada Post,,,University Village Pharmacy,,campus_services,,https://www.canadapost.ca/cpotools/apps/fpo/personal/findPostOfficeDetail?outletId=%20g96d22b232dff9697_0000104776,Phone: 1 (800) 267-1177,M-F: 9am - 8pm; Sat: 10am - 6pm; Sun: 12pm - 4pm,,,UEL,,,GISSTUD1,20180117190927,NIKT,20200716181319,{11425FA7-EA43-48FC-9A2A-B10A0EEBECC3},CO8,Commercial,0-5,Legal Entities,-123.243196,49.266509
POI-200,,Copiesmart,,,University Plaza,,commercial_services,,http://www.copiesmart.com/,Phone: (604) 222-3189; Email: info@copiesmart.com; Fax: (604),M-F: 8:30am - 5pm; Sat: 10am - 5pm; Sun: Closed,N,UEL,UEL,Services,,,,NIKT,20200716181320,{47D5AF31-F760-4417-BC4A-CB0AC6333FB5},CO15,Commercial,5-10,Legal Entities,-123.242862,49.266658
POI-201,,University Drycleaners,,,University Plaza,,commercial_services,,http://www.universitydrycleaners.org/,Phone: (604) 228-9414; Email: universityubcdc1@yahoo.com,"Mon, Tues, Thurs: 9am - 5pm; Wed, Fri: 9am - 3pm; Sat: 10am - 1pm; Sun: Closed",N,UEL,UEL,Services,,,,NIKT,20200716181320,{8C9AE050-27A3-4E1D-A6D1-78D2CD1F4613},CO15,Commercial,0-5,Legal Entities,-123.242984,49.266635
POI-276,,Yosef Wosk Reflecting Pool,,,,garden,garden,,,,,N,UBC,Current,,,,,NIKT,20200716181319,{15860B58-C4AF-4C81-89A7-264AB0244EBF},DE5,Sports,,Urban Facilities,-123.260293,49.269865
POI-51,VAD11083,Graduate Student Society,,,Thea Koerner House,,campus_services,,https://gss.ubc.ca/,Phone: (604) 822-3203; Email: info@gss.ubc.ca,M-F: 9am - 5pm,N,UBC,Current,Civic,,,,PLAN,20200708210714,{5FCB3108-ED75-4F8B-BA78-521447673A71},,,,Academic,-123.257836,49.26837
POI-132,VAD11031,Family Practice Teaching Unit/Clinic,,,David Strangway,,campus_services,,http://clinic.familymed.ubc.ca/,Phone: (604) 822-5431; Email: family.clinic@familymed.ubc.ca; Fax: (604) 822-4089,M-F: 9am - 5pm,Y,Non-UBC,Current,Services,,,,PLAN,20200708210713,{A122A0A9-0F78-48D6-ADDF-CE2B4138962A},SD2,Health,,Urban Facilities,-123.246341,49.265908
POI-205,VAD11023,Pacific Spirit Dental,,,University Village,,medical,,http://www.pacificspiritdental.ca/,Phone: (604) 224-2411,M-F: 8am - 5pm,N,UEL,UEL,Civic,,,,PLAN,20200708210714,{CDB9BF92-DF4A-445E-BB76-D877C99F7185},SD2,Health,,Urban Facilities,-123.242825,49.265955
POI-305,VAD10210,Ponderosa Commons Residence Front Desk,Front Desk,,Ponderosa Commons,,housing_student,,http://vancouver.housing.ubc.ca/residences/ponderosa-commons/,Phone: (604) 822-2708; Email: yearround@housing.ubc.ca,,N,SHHS,Current,Anchor,,,,PLAN,20200708210714,{DA2E8B87-E876-4A3B-AB9E-18C8967F8B90},,,,Academic,-123.255454,49.26423
POI-381,VAD10138,Kids Club Child Care,Kids Club,,Kids Club,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,SHHS,Current,Civic,<p>Kids Club Child Care Services Centre</p>,,,PLAN,20200708210714,{DA9C668E-C6DB-410E-BD7A-1381D75CC9CC},BS6,Social welfare,,Urban Facilities,-123.234812,49.26173
POI-360,VAD11146,Humanities & Social Sciences,,,Walter C. Koerner Library,,libraries,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/515-1.jpg,http://www.library.ubc.ca/koerner,Information Desk: (604) 822-2725; Email: hssd.library@ubc.ca,M-Th: 8am - 8pm; Fri: 8am - 5pm; Sat:10am - 5pm; Sun: Closed,N,Library,Current,Civic,,,,PLAN,20200708210714,{AD7BB9F3-24EC-48EF-9C42-BC0DBAA624AD},,,,Academic,-123.255131,49.266655
POI-361,VAD11146,Microforms & Journals ,,,Walter C. Koerner Library,,libraries,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/515-1.jpg,http://www.library.ubc.ca/koerner,Information Desk: (604) 822-2725; Email: hssd.library@ubc.ca,M-Th: 8am - 8pm; Fri: 8am - 5pm; Sat:10am - 5pm; Sun: Closed,N,Library,Current,Civic,,,,PLAN,20200708210714,{BA568A75-8108-45E7-AF33-981297BD70D0},,,,Academic,-123.255131,49.266655
POI-289,VAD10063,Owl Child Care,Owl,,The Barn,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,SHHS,Current,Civic,<p>Owl at the Barn Child Care Services Centre</p>,,,PLAN,20200708210714,{A3B3F504-0D0C-4136-AA99-72F3DAB5A3B9},BS6,Social welfare,,Urban Facilities,-123.251184,49.262006
POI-88,VAD10226,Xerox Canada,,,Granite Terrace Office,,commercial_services,,http://www.xeroxprintservicesubc.ca/,Phone: (604) 221-4244; Email: dms@xerox.com,M-F: 7:30am - 5pm,Y,Non-UBC,Current,Services,,,,PLAN,20200708210714,{B9314A24-A157-4C3A-A81E-C57F1BCEFF80},,,,,-123.236151,49.255106
POI-78,VAD10127,Green College Front Desk,Front Desk,,Green College,,housing_student,,http://www.greencollege.ubc.ca/,Phone: (604) 822-8660; Email: gc.reception@ubc.ca; Fax: (604) 822-8742,M-F: 9am - 12pm & 1pm - 4pm,N,SHHS,Current,Anchor,,,,PLAN,20200708210714,{8059EC2C-EE73-4478-8CF1-02458425F86E},,,,Academic,-123.256407,49.270922
POI-79,VAD10103,Orchard Commons Residence Front Desk,Front Desk,,Orchard Commons,,housing_student,,http://vancouver.housing.ubc.ca/residences/orchard-commons/,Email: information@housing.ubc.ca,,N,SHHS,Current,,,,,PLAN,20200708210714,{DEEA5DB0-266B-40C2-BDCA-AFBCB2484959},,,,Academic,-123.250932,49.260072
POI-282,VAD11093,Totem Field,Totem,,,garden-l,field,,,,,N,UBC,Current,,,,,PLAN,20200708210715,{8E001D8B-646E-4C2B-BBD4-128D952626A4},DE4,Sports,,Urban Facilities,-123.250139,49.256538
POI-159,VAD10040,East Campus Park,,,,garden,park,,,,,N,UNA,Current,Civic,,,,PLAN,20200708210715,{727712D5-E121-41E1-8DEE-C5E59E93DDDC},DE5,Sports,,Urban Facilities,-123.239873,49.262355
POI-285,VAD11092,Whit Matthews Field,Whit Matthews,,,field,field,,,,,N,Athletics,Current,Services,,,,PLAN,20200708210715,{25D0C742-DC51-4DCE-8D13-5A0C9E4C5AE8},DE4,Sports,,Urban Facilities,-123.243072,49.255214
POI-267,VAD10116,Rhododendron Wood,,,,garden-l,wood,,,,,N,UBC,Current,,,,,PLAN,20200708210715,{D4180CE1-50C8-4626-B8FE-34B754855D53},DE5,Sports,,Urban Facilities,-123.246862,49.256678
POI-243,VAD10409,Flag Pole Plaza,,,,garden,plaza,,,,,N,UBC,Current,Civic,,,,PLAN,20200708210715,{B9A69572-38BE-44F9-857A-061B3CC52380},,,,,-123.256166,49.268884
POI-155,VAD10562,Lutheran Campus Centre,,,Lutheran Campus Centre,,worship,,,Phone: (604) 224-1614,,N,UEL,UEL,Civic,,,,PLAN,20200708210715,{E517453C-07E6-4B2B-AF6E-277F23594CC7},CI1,Civic,0-5,Legal Entities,-123.245249,49.266712
POI-186,VAD11122,Greenheart TreeWalk,TreeWalk,,Botanical Garden,garden,garden,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/099.jpg,http://www.botanicalgarden.ubc.ca/canopy-walkway,Phone: (604) 822-4208; Email: info@greenheart.ca,Daily: 10am - 4pm,N,UBC,Current,Civic,,,,PLAN,20200708210715,{669772DF-F9D4-4DFC-9FBF-F03369F2201B},,,,,-123.244418,49.249611
POI-165,VAD10706,Epiphany Chapel,,,Epiphany Chapel,,worship,,,Phone: (604) 822-9815,,N,Non-UBC,Current,Civic,,,,PLAN,20200708210715,{8F3B4519-0EEE-4881-AB79-41034A2AA5F6},CI1,Civic,0-5,Legal Entities,-123.252257,49.271581
POI-225,VAD11023,Red Burrito,,,University Village,,cafe,,http://www.redburrito.ca/,Phone: (604) 569-1313,M-F: 11am - 9:30pm; Sat/Sun: 11am - 9pm,N,UEL,UEL,Services,,,,PLAN,20200708210715,{289824F6-BEEC-4E88-997E-FC23B51ED4F8},CO2,Commercial,10-15,Legal Entities,-123.243211,49.265713
POI-226,VAD11023,Pearl Fever Tea House ,,,University Village,,cafe,,http://www.pearlfever.ca/,Phone: (604) 221-9882,Daily: 11am - 11pm,N,UEL,UEL,Services,,,,PLAN,20200708210716,{82405A7A-0F07-4F8C-B8A6-CCAA0F9C2796},CO4,Commercial,5-10,Legal Entities,-123.243176,49.26587
POI-244,VAD10064,Running Room,,,Tapestry,,retail,,http://www.runningroom.com/hm/inside.php?id=4442,Phone (604) 221-1685,M-F: 9.30am - 9pm; Sat: 9.30am - 6pm; Sun: 8.30am - 5pm,Y,Non-UBC,Current,Retail,,,,PLAN,20200708210717,{5F62866A-5FD3-4BC1-8547-F939AA19862D},CO14,Commercial,5-10,Legal Entities,-123.235411,49.254953
POI-245,VAD10562,Shoppers Drug Mart,,,Strangway,,pharmacy,http://farm2.staticflickr.com/1393/801765508_a8ee553937.jpg,www.shoppersdrugmart.ca/,(604) 228-1533,Daily: 8am - 10pm,Y,Non-UBC,Current,Retail,,,,PLAN,20200708210717,{5F3342A8-09C0-4B0C-82EC-2E19CA9D141F},CO7,Commercial,15-20,Legal Entities,-123.245811,49.266108
POI-246,VAD10724,Royal Canadian Mounted Police,RCMP,,Public Safety,,campus_services,http://ubyssey.ca/wp-content/uploads/2011/06/wpid-RCMP-office_20101003_Colin-Chia.jpg,http://university.bc.rcmp-grc.gc.ca/,Non Emergency Phone: (604) 224-1322; Fax: (604) 224-4759,M-F: 8am - 4pm,N,Non-UBC,Current,Civic,,,,PLAN,20200708210717,{3E6E652D-DAD3-4320-AC47-FE146500134C},CI3,Civic,10-15,Legal Entities,-123.238541,49.25902
POI-247,VAD10725,University Fire Hall #10,Fire,,Public Safety,,campus_services,,http://www.vanffcpr.org/location/location.php?id=10,Non Emergency Line (604) 665-6000,,N,Non-UBC,Current,Civic,,,,PLAN,20200708210717,{C0D3FF44-5B5C-4A8D-8EB0-20B0DE650259},CI2,Civic,5-10,Legal Entities,-123.238242,49.2587
POI-248,VAD10221,Togo Sushi,,,MBA House,,cafe,,http://www.togosushi.ca/ubc.html,Phone: (604) 222-9288,M-W: 10:30am - 8pm; Thurs-Fri: 10:30am - 9pm; Sat: 10:30am - 8pm; Sun: 11:30am -,Y,Non-UBC,Current,Services,,,,PLAN,20200708210717,{F7D6F84D-E989-4212-B878-5824F7B4681B},CO2,Commercial,10-15,Legal Entities,-123.235374,49.253988
POI-254,VAD10616,Merit Travel,,,AMS Nest,,commercial_services,,http://merittravel.ca,,,N,Non-UBC,Current,Services,,,,PLAN,20200708210717,{F5B6D34A-79F3-4792-AFD5-7E8FE3CC0FBD},CO13,Commercial,0-5,Legal Entities,-123.249685,49.266609
POI-255,VAD10616,i Campus Vision,,,AMS Nest,,retail,,https://www.campusvision.com/,,,N,Non-UBC,Current,Retail,,,,PLAN,20200708210717,{B7B657D5-272C-47E1-B563-99B2F39BFE44},CO14,Commercial,0-5,Legal Entities,-123.249824,49.266611
POI-256,VAD10616,On the Fringe,,,AMS Nest,,commercial_services,,http://www.onthefringehairdesign.com/,Phone: (604) 221-0320; Email: otfubc@onthefringehairdesign.com,"M,T,F: 10am -6pm; Wed/Thurs: 10am - 8pm; Sat: 10am - 5pm; Sun: Closed",N,Non-UBC,Current,Services,,,,PLAN,20200708210717,{2FB8BB6E-9925-4DF4-B2CF-8EC230723B66},CO15,Commercial,0-5,Legal Entities,-123.249651,49.266568
POI-257,VAD10616,Blooming Gift Shop,,,AMS Nest,,retail,,,Phone: (778) 883-2464,M-Thurs: 10:30am - 6:30pm; Fri: 10:30am - 6:00pm: Sat/Sun: Closed,N,Non-UBC,Current,Retail,,,,PLAN,20200708210717,{0738AF40-80B0-4F6B-955B-8C45ECF955D9},CO14,Commercial,0-5,Legal Entities,-123.250031,49.266664
POI-258,VAD10616,Wireless Wave,,,AMS Nest,,retail,,http://www.wirelesswave.ca,,,N,Non-UBC,Current,Retail,,,,PLAN,20200708210717,{E76A7753-6047-4848-A5AB-E9AECB5FE9B1},CO14,Commercial,0-5,Legal Entities,-123.249918,49.266987
POI-197,VAD11023,Hannah and Samuel Flower Shop,,,University Village Pharmacy,,commercial_services,,http://www.hsflowers.ca/,Phone: (604) 228-0113,M-F: 9:30am - 6:30pm; Sat: 10am - 6pm; Sun: Closed,N,UEL,UEL,Services,,,,PLAN,20200708210717,{BCFD2C0A-F37C-4E19-AE77-2548C744EC5F},CO14,Commercial,0-5,Legal Entities,-123.243636,49.266226
POI-332,VAD10023,Ike's Cafe,Ike's,,Irving K. Barber,,cafe,,http://www.food.ubc.ca/place/ikes/,Phone: (604) 827-3926,"M,Thurs,F: 6:30am - 4pm; Tues/Wed: 6:30am - 7:30pm; Sat/Sun: 6:30am - 9:30am",N,SHHS,Current,Services,,,,PLAN,20200708210716,{62B02A23-0702-4BCE-9BE7-5B4E46438375},CO4,Commercial,10-15,Legal Entities,-123.252765,49.267202
POI-227,VAD11023,Starbucks,,,University Village,,cafe,,http://www.food.ubc.ca/place/starbucks/,Phone: (604) 221-0200,M-F: 6am - 10:30pm; Sat/Sun: 7am - 10pm,N,UEL,UEL,Services,,,,PLAN,20200708210716,{F2A4C522-5B97-4C4F-BE74-C8B16750B0CF},CO4,Commercial,10-15,Legal Entities,-123.242749,49.26585
POI-330,VAD10490,Law Cafe,,,"Allard Hall, Second floor",,cafe,,http://www.food.ubc.ca/place/law-cafe/,Phone: (604) 827-1524,M-F: 7:30am - 7:30pm,N,SHHS,Current,Services,,,,PLAN,20200708210716,{956F1C39-BFB2-4019-96BD-556649DAFA3E},CO4,Commercial,5-10,Legal Entities,-123.253654,49.269952
POI-331,VAD10479,IRC Snack Bar,,,Woodward - IRC,,cafe,,http://www.food.ubc.ca/place/irc-snackbar/, Phone: (604) 822-4291,M-F: 7:30am - 3pm; Sat/Sun: Closed,N,SHHS,Current,Services,,,,PLAN,20200708210716,{38EFB5E5-04F5-4278-A012-CDFC7CEA18E1},CO4,Commercial,5-10,Legal Entities,-123.247315,49.264666
POI-333,VAD10474,Great Dane Coffee,,,Westpoint,,cafe,,http://www.greatdanecoffee.com/,Phone: (604) 558-2190; Email: andrew@greatdanecoffee.com,M-F: 7:30am - 5pm; Sat/Sun: Closed,Y,Non-UBC,Current,Services,,,,PLAN,20200708210716,{37DC4E18-4397-4631-9ED9-C81A9FBAD09D},CO4,Commercial,10-15,Legal Entities,-123.250735,49.270078
POI-334,VAD10106,Daily Dose Cafe,,,Pharmaceutical Sciences Building,,cafe,,http://www.food.ubc.ca/place/daily-dose/,Phone: (604) 827-1521,M-F: 7:30am - 3pm,N,SHHS,Current,Services,,,,PLAN,20200708210716,{53D6ACB2-99C5-43C2-89B6-9931288BBB82},CO4,Commercial,0-5,Legal Entities,-123.243047,49.2625
POI-340,VAD10100,Bean Around The World,,,Old Barn Community Centre,,cafe,,https://batwcoffee.com/pages/bean-around-the-world-ubc,Phone: (604) 568-8893,M-F: 7am - 7pm; Sat/Sun: 8am - 6pm,Y,Non-UBC,Current,Services,,,,PLAN,20200708210716,{6B7C2FFD-5573-4A1B-A3AD-406A04374D91},CO4,Commercial,10-15,Legal Entities,-123.248048,49.258854
POI-228,VAD10891,Pita Pit,,,University Village,,cafe,,http://pitapit.ca/,Phone: (604) 221-7488; Email: info@pitapit.com; Fax: (604) 221-7487,M-Thurs: 10:30am - 1:00am; Fri-Sat: 10:30am - 2:00am; Sun: 11am - 1am,N,UEL,UEL,Services,,,,PLAN,20200708210716,{8F03320C-B319-4B50-9D27-12288651806B},CO3,Commercial,10-15,Legal Entities,-123.242124,49.26609
POI-233,VAD11023,Vera's Burger Shack,,,University Village,,cafe,,http://www.verasburgershack.com/,Phone: (604) 221-8372,Daily: 10:30am - 10:30pm,N,UEL,UEL,Services,,,,PLAN,20200708210716,{8258A070-4A57-41EB-84B9-A7C6DD54416C},CO3,Commercial,10-15,Legal Entities,-123.243271,49.265799
POI-234,VAD11023,Oven Fresh Bakery,,,University Village,,cafe,,,Phone: (604) 222-8886,M-F: 8am - 7pm; Sat: 9am - 6pm; Sun: 9:30am - 6pm,N,UEL,UEL,Services,,,,PLAN,20200708210716,{7A6B3B77-CE3E-4BDE-9CB6-3606F1B089E3},CO4,Commercial,5-10,Legal Entities,-123.243468,49.266037
POI-235,VAD11023,Maurya Express,,,University Village,,cafe,,https://mauryaexpress.ca/,Phone: (604) 225-2288,Daily: 11am - 9pm,N,UEL,UEL,Services,,,,PLAN,20200708210717,{BC26F0EF-57F7-4063-835D-1D616F18FB84},CO2,Commercial,5-10,Legal Entities,-123.243445,49.26601
POI-265,VAD10100,Old Barn Community Centre Exercise Room,,,Old Barn Community Centre,,athletics,http://www.oldbarn.ca/wp-content/uploads/Gym5858.jpg,https://wearecommunityvan.ca/,reception@oldbarn.ca</br>Phone: (604) 827-4469,Daily: 7am - 7pm,N,UNA,Current,Services,,,,PLAN,20200708210713,{A90505AF-E471-4E96-944A-B0190517B9C1},CO16,Commercial,0-5,Legal Entities,-123.248394,49.259014
POI-259,VAD11068,More Bikes,,,Mews,,retail,,http://www.morebikes.ca/,Phone: (604) 558-1528,M-Sat: 10am - 6pm; Sun: 11am - 5pm,Y,Non-UBC,Current,Retail,,,,PLAN,20200708210712,{0E30F013-7F82-4BDA-BF20-F96FEF6EE2D6},CO14,Commercial,5-10,Legal Entities,-123.235877,49.254466
POI-260,VAD10197,Mozart School of Music,,,MBA House,,commercial_services,,http://www.msmvan.com/,Phone: (604) 345-9680,For Hours Please See: http://msmvan.com/classes/schedule/,Y,Non-UBC,Current,Services,,,,PLAN,20200708210713,{0B22B875-45EF-4332-AC4E-2EF9F4BF3F0F},CO15,Commercial,5-10,Legal Entities,-123.235255,49.253713
POI-263,VAD10147,UBC Tennis Centre,,,UBC Tennis Centre,,athletics,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/432.jpg,http://www.recreation.ubc.ca/tennis/,Phone: (604) 822-2505; Email: tennis.centre@ubc.ca,M-F: 8am - 10pm; Sat/Sun: 8am - 10pm,N,Athletics,Current,Services,,,,PLAN,20200708210713,{E53164C4-BA70-44E1-934E-99BBDDAEBE3C},CO16,Commercial,5-10,Legal Entities,-123.244938,49.259754
POI-42,VAD11023,Dental Speciality Clinics,,,J.B. Macdonald Building,,campus_services,,,,,N,UBC,Current,Civic,,,,PLAN,20200708210713,{E9878400-D207-4B0C-AC30-7FB20639364E},SD2,Health,,Urban Facilities,-123.245464,49.265607
POI-48,VAD11126,Student Health Services,,,UBC Hospital - Koerner Pavilion,,campus_services,,https://students.ubc.ca/health-wellness/student-health-service,Phone: (604) 822-7011; Email: student.health@ubc.ca; Fax: 1 855 822-7212,"Mon, Tues, Wed, Fri: 8am - 4pm; Thurs: 9am - 4pm; Sat/Sun: Closed",N,UBC,Current,Services,,,,PLAN,20200708210713,{1CC900B4-A8A5-4D7B-BA97-4D7C24CE04FA},SD1,Health,,Urban Facilities,-123.245718,49.263984
POI-96,VAD10069,Wesbrook Village Dental Ctr,,,Tapestry,,commercial_services,,http://www.wesbrookvillagedental.com/,Phone: (604) 221-7600; Email: info@wesbrookvillagedental.com,"Mon, Tues, Thurs: 8:30am - 5pm; Wed: 9am - 6pm; Fri: 7:30am - 2pm; Sat/Sun: Clos",Y,Non-UBC,Current,Services,,,,PLAN,20200708210713,{495F81CE-F541-42DC-BE3C-2BA725C82928},SD2,Health,,Urban Facilities,-123.235294,49.25476
POI-120,VAD11083,Graduate and Postdoctoral Studies,,,Thea Koerner House,,faculty/school,,https://www.grad.ubc.ca/,Phone: (604) 822-2848; Fax: (604) 822-5802,M-F: 8:30am - 4pm,N,UBC,Current,Civic,,,,PLAN,20200708210713,{13081F70-7F1E-4902-A996-86A368C29BA0},,,,Academic,-123.257877,49.268419
POI-511,VAD10100,Old Barn Community Centre,,,Old Barn Community Centre,,campus_services,,https://www.myuna.ca/recreation/,Phone: (604) 827-4469,M-F: 7am - 9:30pm; Sat-Sun: 8:30am - 10pm,,,Current,,,GISSTUD1,20180117190927,NIKT,20200713231308,{0048CC7B-47BE-454A-B3A2-C48A0D88F8BF},CU1,Cultural,,Urban Facilities,-123.248329,49.258927
POI-514,VAD10616,AMS Sexual Assault Support Center,,SASC,AMS Nest,,campus_services,,https://www.ams.ubc.ca/student-services/sasc/,Phone: (604) 827-5180; Email: sasc@ams.ubc.ca,Daily: 8am - 10pm,,,Current,,,GISSTUD1,20180116231607,NIKT,20200713231042,{8C9D8A5A-1D63-4EE0-AFA6-00A0FBF37782},BS4,Social welfare,,Urban Facilities,-123.249865,49.266446
POI-500,VAD10616,TBD ,lowercase,,AMS Nest,,cafe,,http://www.food.ubc.ca/place/lowercase/,,,,AMS,Future,,,,,NIKT,20200713231144,{5239FADD-B784-47B0-9115-FEDD77509060},,,,,-123.250247,49.266873
POI-515,VAD10616,The Pride Collective,UBC Pride,,AMS Nest,,campus_services,,https://www.prideubc.com/,Email: prideubc@gmail.com,,,,Current,,,GISSTUD1,20180116231731,NIKT,20200713231309,{7A883A55-0ADE-4CE9-AD28-0C2C9A15EB5D},BS4,Social welfare,,Urban Facilities,-123.249865,49.266446
POI-510,VAD10781,Wesbrook Community Centre,,,Wesbrook Community Centre,,campus_services,,https://www.myuna.ca/,Phone: (604) 822-4227,M-Th: 8:30am - 10pm; Fri: 8:30am - 8:30pm; Sat-Sun: 8:30am - 6pm,,,Current,,,GISSTUD1,20180117190927,NIKT,20200713231309,{CEBB606B-A92E-4A88-A5D6-8A97A662779E},CU1,Cultural,,Urban Facilities,-123.237509,49.25402
POI-503,VAD10491,BC Ambulance Service Station 262,BC Ambulance Service,,Ambulance Station,,campus_services,,,,Open 24 Hours,,,Current,,,GISSTUD1,20180117190927,NIKT,20200713231309,{AD5ADFBE-1BBB-4FCD-81CB-CF4AA2C84F2B},CI4,Civic,10-15,Legal Entities,-123.243553,49.263274
POI-507,VAD10106,Pharmacists Clinic,,,Pharmaceutical Sciences Building,,medical,,,,,,,Current,,,GISSTUD1,20180117190435,NIKT,20200713231309,{BB0628E9-5D5B-4F63-9347-3D18D9F726F5},SD2,Health,,Urban Facilities,-123.243073,49.262413
POI-513,VAD10616,UBC Women's Center,,,AMS Nest,,campus_services,,,,,,,Current,,,GISSTUD1,20180116231442,NIKT,20200713231309,{E9D09F8B-62AE-49B2-B04E-2C948629AF45},BS4,Social welfare,,Urban Facilities,-123.249865,49.266446
POI-501,VAD10616,Porch,,,"AMS Nest, Level 1",,cafe,,http://www.ams.ubc.ca/foodanddrink/porch/,Email: EMAIL@ams.ubc.ca,M-F 9am - 3pm,,,Current,,,GISSTUD1,20180117190927,NIKT,20200713231309,{ED9ECE9F-F225-4A5D-B4DF-C278A6FF9160},CO4,Commercial,5-10,Legal Entities,-123.249221,49.266214
POI-520,VAD10080,Eaton Arrowsmith School,,,TEF3,,school,,http://www.eatonarrowsmith.com/,Phone: (604) 264-8327,M-F: 8am - 5pm,,,Current,,,GISSTUD1,20180704225743,NIKT,20200713231309,{63C777E3-C30B-4612-AFCA-8E0AB8438305},ED2,,,Urban Facilities,-123.246383,49.261285
POI-540,VAD10774,UBC Properties Trust,UBC Properties Trust General Office,,Wesbrook Professional Centre,,other,,https://www.ubcproperties.com/,Phone: (604) 731-3103,,,,Current,,,GISSTUD1,20180713174847,NIKT,20200714214244,{D2D4D906-FB6D-4FB4-B74F-306E2E2BA097},,,,,-123.236379,49.254516
POI-310,VAD10364,Vanier's Dining Room,,,Place Vanier Residence,,restaurant,,http://www.food.ubc.ca/place/vaniers-dining-room/,Phone: (604) 822-2622,M-Thur: 7am - 8:15pm; Fri: 7am - 7:30pm; Sat/Sun: 8am - 7:30pm,N,SHHS,Current,Services,,,,NIKT,20200715214505,{464B9670-2461-45B5-BED6-E868EB14833E},CO2,Commercial,15-20,Legal Entities,-123.258773,49.264669
POI-541,VAD11044,The Eatery,,,Engineering Student Centre,,cafe,,https://ubcengineers.ca/eatery/,Email:eatery@ubcengineers.ca,"Mon-Fri, 9:30am - 3pm",,,Current,,,GISSTUD1,20180718230428,NIKT,20200713213251,{C4E681BB-38D2-415F-9943-30DD3D3E831E},CO4,Commercial,5-10,Legal Entities,-123.249216,49.262228
POI-506,VAD10080,Magnussen School,,,TEF3,,school,,http://www.eatonarrowsmith.com/,Phone: (604) 264-8327,M-F: 8am - 5pm,,,Current,,,GISSTUD1,20180117190435,NIKT,20200713213331,{FC20DFC8-5CBE-4522-AC3A-432D6B8A9AF0},ED1,Education,,Urban Facilities,-123.246443,49.26127
POI-516,VAD11128,UBC Studios,,,University Services Building,,campus_services,,http://ubcstudios.ubc.ca/,Phone: (604) 822-9800; Email: ubc.studios@ubc.ca,,,,Current,,,GISSTUD1,20180122234414,NIKT,20200713213407,{E7912E83-D2FD-4B19-9236-B1A4241BE7FD},,,,Urban Facilities,-123.253665,49.260605
